ilac,yorum,kaynak,yan_etki,kategori
nexium,"diger proton pompasi inhubuturleri ile arasinda ne gibi farklar oldugunu merak ettigim ilac..misal endoskopiden sonra lansor yerine bunu onerdi doktorum,neden boyle olmustur bilen saglikci sozluk yazarlarina selam ederim.",eksisozluk,1,dermatolojik
nexium,"prospektüsünde yazan yan etkilerin mutlaka dikkate alınması gereken ilaç. ahan da yazıyorum buraya: kan ve  lenfatik  sistem hastalıkları nadir:  lökopeni ,  trombositopeni çok nadir:  agranülositoz ,  pansitopeni . immün sistem  hastalıkları nadir:  hipersensitivite  reaksiyonları örn. ateş,  anjiyoödem , anafilaktik reaksiyon/şok metabolizma ve beslenme hastalıkları seyrek: periferal ödem nadir: hiponatremi psikiyatrik hastalıklar seyrek: uykusuzluk nadir: ajitasyon ,  konfüzyon , depresyon çok nadir: agresyon,  halüsinasyonlar sinir sistemi hastalıkları sık: başağrısı seyrek: baş dönmesi,  parestezi , uykuya eğilim nadir: tat alma bozukluğu göz hastalıkları nadir: bulanık görme kulak hastalıkları seyrek: vertigo solunum,  toraks  ve  mediasten  hastalıkları nadir: bronkospazm gastrointestinal hastalıklar sık:  abdominal ağrı,  konstipasyon ,  diyare , şişkinlik, kusma/bulantı seyrek: ağız kuruluğu nadir:  stomatit , gastrointestinal  kandidiyazis hepatobiliyer  hastalıklar seyrek: karaciğer enzimlerinde yükselme nadir:  ikter li ya da iktersiz hepatit çok nadir: karaciğer yetmezliği, daha önce karaciğer hastalığı olanlarda ensefalopati deri ve  subkutan  doku hastalıkları seyrek: dermatit,  prurit , döküntü, ürtiker nadir: alopesi, fotosensitivite çok nadir:  eritema multiforme ,  stevens-johnson  sendromu, toksik epidermal  nekroliz  (ten) kas, iskelet sistemi, bağ dokusu ve kemik hastalıkları nadir: artralji ,  miyalji çok nadir: adale güçsüzlüğü böbrek ve üriner sistem hastalıkları çok nadir: interstisyal  nefrit üreme sistemi ve meme hastalıkları çok nadir: jinekomasti nadir: yorgunluk, aşırı terleme",eksisozluk,1,sindirim
nexium,"müthiş bir ilaçtır bu. sabah 1 adet 40 mg aldıktan sonra öğle yemeğinde bir acılı, bir acılı, bir acılı daha.. edit : mesela yani",eksisozluk,0,yok
lansoprazol,"bu grup ilaçların  prospektüs lerinde ambalaj açıldıktan sonra 1 ay içinde tüketilmesi, 1 ay sonunda kalan ilaçların tüketilmeden atılması tavsiye edilmektedir. eğer doktor ""sadece şikâyetin olduğunda al"" dediyse ve reçeteye 28'lik bir tane yazdıysa uzun zaman sonra gelen ilk şikâyet ettirici durum ""acabâ kutuyu açmaya değer mi ?"" sorusunu akla getirir.  akla gelen diğer bir soru da bu tür ilaçların neden  blister  denen, her tableti birbirinden ayıran ambalaj biçimi ile ambalajlanmayıp plastik şişelere doldurulduğudur.",eksisozluk,0,yok
lansoprazol,(bkz:  proton pompası inhibitörü ) (bkz:  pantoprazol ),eksisozluk,0,yok
lansoprazol,"artık eskisi gibi tercih edilmeyen, müstahzarı lansor olarak bilinen proton pompası inhibitörlerinden(ppi) antiülser aktif madde.artık yerini esomeprazol(nexium) almıştır.",eksisozluk,0,yok
omeprazol,"aktif maddesinin bulunduğu ilaçlar demeprazol (deva) , omeprazid (nobel) , omeprol (sandoz) ve prosek (eczacıbaşı) dir. midede çözünmemesi için enterik kaplanan mikropelletlerin kapsüllenmesi ile ilaç haline gelirler.",eksisozluk,1,sindirim
omeprazol,reflü  ve  ülser  tedavisinde genelde bu maddenin bulunduğu ilaçlar kullanılır.,eksisozluk,1,sindirim
omeprazol,midenin paryetal hücrelerindeki proton pompasını (h-k atpaz) inh ederek midenin asit salgısını azaltarak etki gösteren ilaç.,eksisozluk,1,sindirim
omeprazol,"proton pompası inhibitörü  kavramını hayatıma sokan, bu aralar en yakınımda olan, beni en çok koruyan şey, küçük mucizem.",eksisozluk,1,diger
omeprazol,"doktorun bana 4 kutu birden verdigi, reflu tedavisinde kullanilan ilac.. tam 112 kapsul.. 4 ay bu ilacla yasayacagim.. mideme aniden kramp seklinde giren agrilari kessin de, gerekirse butun omur de iceriz napalim..",eksisozluk,1,sindirim
omeprazol,"reflu tedavisinde kullanilamayacak olan aptal urunu ilac. mide asitini zayiflatarak yanmayi anlik olarak gecirir dogru. ancak mide asidi azaldikca reflu sikayetleriniz artacak cunku gastroezofagal kapakcik dusuk asidite oldugu zaman kapanmaz, boylece mide asidi daha fazla kacak yapar.  ayni zamanda ne kadar zayif mide asidi, o kadar dusuk protein yikimi, b12, d vitamini, demir ve magnezyum gibi mikroelementlerin dusuk/kotu sindirimi demektir. bu emikroelementlerin sindirilememesi ise cok ciddi problemler yaratir.",eksisozluk,1,sindirim
omeprazol,"proton pompa inhibitörüdür gastroözefagial reflü hastalarında kullanılır proton pompa inhibitörleri (ppi), mide parietal hücrelerindeki h?/k? atpaz enzimini inhibe ederek mide asidinin salgılanmasını azaltır. bu sayede mide içeriğinin asiditesi düşer. gastroözefagial reflü hastalığında (gerd), mide asidinin yemek borusuna kaçması sonucu irritasyon ve yanma hissi oluşur. ppi’ler, asit düzeyini azaltarak özofagus mukozasını korur, semptomları hafifletir ve iyileşmeyi destekler. diğer asit baskılayıcılara göre daha güçlü ve uzun süreli etki gösterirler. bu nedenle reflü tedavisinde birinci basamak ilaçlar arasında yer alırlar.",eksisozluk,1,sindirim
xanax,canavar gibi uyutur walla. genelde antidepresan ilaclarla beraber yardımcı olması baabında verilir. (bkz:  prozac ),eksisozluk,0,yok
xanax,"ben esrar kullandim 'a benzer bi havada turk gencinin ""ben bunu kullandim, super oldum"" diyerek ovundugu antidepresanlardan biridir. 0.5 mg ve 1mg'lik haplar seklinde yesil receteyle satilir, bagimlilik yapabilir.",eksisozluk,0,yok
xanax,"beyni meşgul eden gürültü (her türlü kötü algılanan sinyaller) seviyesini azaltarak duyarsızlığı engelleyen, ayrıntıların tekrar algılanmasını sağlayarak depresif etkileri azaltan ilaç. (bendeki etkileri böyle en azından)",eksisozluk,0,yok
xanax,"ilacın uyşturucu etkisi var insanın psikomotor aktivitesini düşürüyor, beyin hücrelerini öldürüyor.",eksisozluk,0,yok
xanax,alkolluyken veya degilken almaniz tavsiye edilmeyen ilâc. (bkz:  alkollu sozluk kullanmak ),eksisozluk,0,yok
xanax,(bkz:  depresyon ) (bkz:  depresyonla yaşamaya alışmak ),eksisozluk,1,norolojik
xanax,hiçbi şey yapmıyo.. sadece uyutuyo ..  6 tane de alsan 10 tane de alsan sadece uyutuyo,eksisozluk,0,yok
xanax,"... yeşil reçete ile satılan ve çabuk bağımlılık yapabilen, doktorlar tarafından insanı güçlü kıldığı belirtilen, bol alkol ile alındığında adamı formatlayan antidepresan.",eksisozluk,1,diger
xanax,ileri derecede  alzheimer  olaylarında da kullanılması önerilen ilaç,eksisozluk,0,yok
diazepam,metal gear *  adli oyunda  sniper 'i titretmeden kullanmak i¢in i¢mek durumunda kalinan sakinle$tirici.,eksisozluk,0,yok
diazepam,"damar-içi  sedasyon da kullanılan ilk  benzodiazepin dir. suda çözünmez ve organik sıvılarda emilimi sağlanabilir. bazı durumlarda ven hasarına ve bazen de ciltte ülserasyonlara neden olmaktadır, bu nedenle bu preperat günümüzde çok tercih edilmemektedir. ağız yolu ile verildiğinde 30-45 dakidada etki gösterir ve etkisi 4-6 saat sürer. damar içine verildiğinde 1-2 dakikada etki gösterir ve vücutta yarılanma süresi 20-90 dakikadır.",eksisozluk,1,dermatolojik
diazepam,konvülsiyon a giren hastalara verilip istemsiz kas hareketlerinin durdurulmasına yardımcı olur. ayrıca  house md  de kıçı başı oynayan her hastaya  dr. chase  in bastığı ilaçtır.,eksisozluk,0,yok
diazepam,"kimyasal formülü 7-kloro-1,3-dihidro-1-metil-5-fenil-2h-1,4benzodiazepin-2-on şeklinde ifade edilir. eczacılık fakültelerinin  farmasötik kimya sınavlarının banko sorusudur.",eksisozluk,0,yok
diazepam,itüsözlük ten aşina olduğum bir isim. onuncu nesil sabırtaşı yazarmış. hoşgelmiş.,eksisozluk,0,yok
diazepam,"itüsözlük te haftanın beğenilenleri listesinde çokça rastladığım isimdi, bu haftadan itibaren bizim listeyi de işgale başlamış. hoşgelmiş *",eksisozluk,0,yok
diazepam,itü sözlük ünlüsü olmasına rağmen dert dinleyebilen insan. ötesinden fazlası var aklımda ama yalakalık olur diye yazamıyorum.,eksisozluk,0,yok
diazepam,"itüsözlük  ü bitirdi, şimdi de buraya sıçmaya gelmiş. demedi demeyin.",eksisozluk,0,yok
ritalin,"bir ""upper;"" hem aktivite, hem de cevrenize gosterebildiginiz ilgiyi maksimize ediyor. uzun vadede sonuclari, ""tedavi ettigi"" veya bastirdigi soylenen ""rahatsizlik""larla ayni seyler. hiperaktivite, dikkatsizlik, vb.",eksisozluk,1,norolojik
ritalin,"nedense aylarca kullanmama rağmen üzerimde hiçbir etkisini hissedemediğim,sonunda değiştirdiğim,kırmızı reçeteyle almanın mümkün olduğu ilaç. (bkz:  merkezi sinir sistemi stimülanı )",eksisozluk,0,yok
ritalin,"vize döneminde ""sinir sahibi"", final döneminde ""akil hastasi"" seklinde nitelendirilmenize neden olan davranis bozukluklarina yol acan, tahammülsüzlügünüzü maksimum seviyeye cikartip yumrukla cam filan kirmak, tekmeyle dolabin kapagini göcürtmek gibi isler yapacak kadar disavurumcu olmanizi saglamak seklinde yan etkileri olan ama bunun yaninda gercekten uyumamanizi ve harbi harbi 10 saat nonstop atom fizigi falan da calismanizi saglayan ne idüğü belirsiz limonlu draje.",eksisozluk,0,yok
ritalin,bir tur uyarici ilac. farmakolojik etkisi amfetaminden cok kokaine benzer. sinir hucreleri arasinda dopamin birikmesi sonucu uyarici etkisini gosterir. dikkat eksikligi hiperaktivite bozuklugu olan cocuklarda ve narkolepsi(anormal anlık uyku istegi hastaligi) olanlarda kullaniliyor turkiyede kirmizi receteye tabi. methyphenidate( alfa2 fenil piperidin asetik asit) etken maddesi. konsantrasyonu bir yere toplamak icin kullaniliyor. bagimlilik yapma potansiyeli var. etkisi daha cok merkezi sinir sistemine yonelik.,eksisozluk,1,norolojik
ritalin,"öğrenci kimliğini kaybettiği söylenen hiperaktif çocukların aile, okul toplumsal yaşam düzeneğine uyum sağlaması için terapinin yanında verilen ilaç. çocuk konsantre olsun ki koyun edelim veya at ritalini kırsın kıçını çalışsın mantığındaki demokratik görünümlü tutucu ebeveynlerin can simidi.antisocial.com'da ezilip buruna çekilen 6 ritalinin kafa yaptığı yazıyordu; ben derim ki bi sikime yaramaz. sadece dopamin akışını 6 saat düzenleyip final zamanı adam gibi çalışmayı sağlar. 10'luk bir tabletin kana karışması yaklaşık 2 saati alır.etkisi ise ortalama 5.5 saat sürer..",eksisozluk,1,norolojik
ritalin,south park  da  cartman ın dizi boyunca aldığı ve etrafta  christina aguilera yı görüp şaşırmasına neden olan nane.,eksisozluk,0,yok
ritalin,deli ilaç. dikkat toplama açısından mükemmel ama birkaç kereden sonra etki süresi azalmaya başlıyor. 15 dakikalık dikkat toplayabilite için öyle bir ilacı da almak anlamsız. normal bünyede etkisi kısa sürüyor.,eksisozluk,1,norolojik
ritalin,gerektiği gibi kullanılırsa hakikaten mucizevi etkileri olabilen bir ilaç. özellikle dersler konusunda.,eksisozluk,0,yok
paracetamol,"asetaminofen olarak da bilinen bir tur agri kesici, ticari sekillerinini en unlusu  tylenol ,  gripin  ve  vermidon  olup yarim gram civarinda parasetamolun yanina 50 mg kadar kafein eklenerek hazirlanmis ilaclardir. naproksen sodyum yada metamizol sodyum bulunmadigi zamanlarda bu satirlarin yazari tarafindan daha yogun kullanilmaktadir ancak  etanol le etkilesimi bulunmamasi ilaci cazip kilan en onemli etkendir. toksik etki gostermesi icin kendinizi cok kasmaniz gerekir. intihar etmek icin akillica bi yol diildir. bi tek kronik alkolikseniz bu denenebilcek bi alternarif hale gelir. kan beyin bariyerini ve plasentayi geciyordu diye hatirliyorum ama hamile olma ihtimalim bulunmadigindan hamilelikteki kullanimi konusunda herhangi bir arastirma cabam bulunmadi.",eksisozluk,1,diger
paracetamol,mideye çalisan bu tür ilaclari aç karna almak sorun olabilir... (bkz:  panaljin ) (bkz:  aljin ),eksisozluk,1,sindirim
paracetamol,gripli gecelerde günlük sayfalarına sayıklamalarla yansıyan ilaç: parasetamol parasetamol günde bin miligram parasetamol yalnızca uyku getiriyor... kafeinle birlikte hazırlanmasının nedeni çok uyku getiren bir madde olması herhalde.,eksisozluk,1,norolojik
paracetamol,(bkz:  ağrı kesici ) ya da (bkz:  analjezik ) (bkz:  antipiretik ),eksisozluk,0,yok
paracetamol,catatonia'nın international velvet albümündeki bir şarkının adında geçer. goldfish and paracetamol what fools boredom breeds so much to do so many goldfish to feed and paracetamol i take them all they line my stomach wall,eksisozluk,0,yok
paracetamol,küçük çocuklara nispeten zararsız  öksürük şurubu  içerik maddesi (bkz:  calpol ),eksisozluk,0,yok
paracetamol,küçüklükten beri bayıldığım her hastalığımı sessizce çilekeşçe tedavi eden şurup ` :ve içeriği`,eksisozluk,0,yok
paracetamol,"fazla ve uzun zaman kullanildiginda, karacigerde donusumsuz zararlar olusturan agri kesici.",eksisozluk,0,yok
paracetamol,tylol hot  in 20g'lik posetlerinin 500mg'ini olusturan madde,eksisozluk,0,yok
ibuprofen,ağrı kesici ve ateş düşürücu olarak satılan  asprin imsi ilaç. bağırsakta çözüldüğü için mideyi zorlamıyormuş. (bkz:  nurofen ),eksisozluk,1,sindirim
ibuprofen,babamin yillarca bel agrisi icin kullandigi ilac. turkiye'de brufen markasiyla satilirdi ben cocukken.,eksisozluk,0,yok
ibuprofen,"kani sulandirmadigi icin  hemofili  hastalari tarafindan tercih edilebilecek aktif madde.. sahsen ben pespembe renkli "" suprafen "" ini yillardir kullanmaktayim.. karacigerim yetismior olabilir belki kalp carpintilarimin arada nedeni de olabilir ama ibuprofenler iyidir.. (caktirmadan tabutta rovesataya selam caktik madem ayak bilegim beni taksime gotur diyerek devam etmek isterim)",eksisozluk,1,kardiyovaskuler
ibuprofen,engin tecrübeme dayanarak ifade edeyim ki  dismenore yi hafifletebilen tek ilaçtır.,eksisozluk,0,yok
ibuprofen,tıpçıların hallerini anlatan bir kısa film olan  1 2 3 tıp ' ta inek çocuğun sevgilisine eklem ağrısı için öpücük yerine tavsiye ettiği ilaçtır.,eksisozluk,0,yok
ibuprofen,"özellikle düzensiz sık kanamalar ve  dismenore de etkin. hem kanama miktarını azaltır, hem ağrıyı giderir.",eksisozluk,1,dermatolojik
ibuprofen,bebeklerde hızla ateş düşürücü etki gösteren ilaç. türkiye'de  dolven  pediatrik şurubun ana maddesidir. amerika'da doktorlar paracetamolden ziyade ibuprofen önerirler ateşli bebeklere. çok etkilidir gerçekten.,eksisozluk,0,yok
naproxen,naproxen'in daha yüksek çözünürlüğe sahip varyantı,eksisozluk,0,yok
naproxen,"antienflamatuar , ağrı kesici. apranax,  aprol  gibi ilaçların etken maddesi.",eksisozluk,0,yok
naproxen,etkin maddesi olduğu ilaçları (bkz:  apranax ) çiğnemeden bol suyla yutmak gerekiyormuş. aksi halde beyin kanamasına sebebiyet verebilirmiş. (ben forward maillerin yalancısıyım),eksisozluk,1,diger
naproxen,"mide icin cok faydali olmayan bir bilesik. illa bu etken maddeye sahip bir ilac alinacaksa cok ciddi durumlar haricinde, 220 mg iceren  aleve  ya da normal  apranax  tercih edilmelidir..",eksisozluk,1,sindirim
naproxen,"piyasada bulunan ve bu adli etken maddenin kullanildigi yaklasik otuz cesit ilacin babasidir. yanilmiyorsam ilk amerikada uretilmis, uretiminde kullanilan  etken maddenin adini almis, telif suresi gectikten sonra   generic  hale gelip  muadil leri patlamistir. sanilanin aksine bu etken maddeye sahip unlu apranax ilk degil, aslinda sadece muadildir. amerikada 250 mg'liklari recetesiz, 550 mg'lari receteli satilir.",eksisozluk,0,yok
naproxen,"apranax, aprol, aprowell, naprosyn, napradol, kapnax, apraljin, aleve, synax, oprax gibi ilaçlardaki etkin madde. bu tür ilaçları ağızda çiğnemek veya bekletmek yerine bol suyla içiniz, kaş yapayım derken göz çıkarmayınız.",eksisozluk,0,yok
naproxen,içindeki sodyumdan mutevellit  hipertansiyon 'u olan hastalarda dikkatli kullanılması gereken ilaç.,eksisozluk,1,norolojik
apranax,"aspirin ve turevi ilaclara reaksiyon gosterenlerde,aktif mide bölgem ve duodenum ulseri bulunan kisilerde,hamilelerde kullanilmamalidir.bobrek ve karaciger fonksiyon bozuklugu olan ayrica kalp rahatsizligi bulunan kisilerde de dikkatle kullanilmalidir.ayrica (bkz:  aprol ) (bkz:  aprowell )",google_form,1,sindirim
apranax,"midemi ph'ını şaşılacak ölçüde düşüren, mide yakan hede....",google_form,1,sindirim
majezik,"endikasyonlar : çeşitli nedenlere bağlı baş ve diş ağrıları, nevraljiler, adet sancıları, romatoid artrit, osteoartrit, ankilozan spondilit, akut gut artriti, eklem romatizmaları, artrozlar, lumbago ve şiddetli radikülaljilerin akut ve uzun süreli semptomatik tedavileri, çeşitli cerrahi operasyonlar, yumuşak doku travmalarına bağlı ağrı ve enflamatuar semptomların giderilmesi, k.b.b. ve stomatolojik rahatsızlıklardaki ağrı ve enflamasyonun giderilmesinde endikedir. kontrendikasyonlar : flurbiprofen'e karşı aşırı duyarlılığı olan kişilerde kontrendikedir. flurbiprofen, aspirin ve diğer nonsteroidal antienflamatuar ilaçların astım, ürtiker veya diğer allerjik reaksiyonlara yol açtığı bilinen kişilerde kontrendikedir. yan etkiler : flurbiprofen tedavisi ile seyrek olarak görülen yan etkiler hafif şiddette, doza bağlı ve geçicidir. dispepsi, bulantı hissi, kusma, abdominal ağrı, gaz şikayetleri, diyare, konstipasyon, ürtiker, baş dönmesi, sinirlilik, kulak çınlaması, bulanık görme, rinit, vücut ağırlığı değişimleri gibi yan etkiler görülebilir.  dozaj : tavsiye edilen günlük doz : bölünmüş dozlar halinde 150 mg - 200 mg'dır. semptomların şiddetine göre günlük doz toplam 300 mg'a çıkarılabilir. adet sancılarında, semptomların başlangıcında 100 mg, bunu takiben 4-6 saatte bir 50 mg - 100 mg'dır. maksimum günlük doz ise, 300 mg'dır.",google_form,1,sindirim
majezik,"genelde mide bölgem problemi(gastrit,ülser) yaşayan ademoğulları, her painkiller ı öyle kolay alamazlar.(misal;vermidon) bu tarz mide problemi olanların çekinmeden kullanabileceği süper bi ağrı kesicidir. 100 mg lık 20 tabletten oluşan kutucuklar halinde satılan şekli en yaygınıdır. fiyatı da sanırım 12-13 ytl civarlarındadır.",google_form,1,sindirim
parol,özellikle  baş ağrısı  için tavsiye edilir.  midem ülseri olanların da rahatlıkla kullandığı ağrı kesicilerdendir. (bkz:  gripin ),google_form,1,sindirim
prozac,libido yu düşürdüğü ve antidepresan olduğu için öğrencilere sınav zamanı verilir (doktorlar tarafından) başta iştahımı kapar ve bu sebepten dolayı kilo verilebilir... ancak uzun vadede etkiler tarsine döner.. libido eskiden daha fazla olur (bkz:  duz duvara tirmanmak ) ve iştah açılır..,google_form,1,sindirim
sertralin,"babannişkomun severek kullandığı uyku hali yapmadığını söylediği minik hapcık. 2 gün önce yüksek tansiyondan dolayı hastaneye kaldırdık o günden sonra içinde bir korku evham oluşmuş.yıllar önce verilen bu ilaca yeniden başladı.tabii bi hafta geçmeden etkisini gödtermiyor. tansiyon umrumda değil korkularım gitse keşke diye dua ediyor. evde yalnız kalamıyor aklına kötü şeyler geliyor. dün yalnız bırakmamak için tam yanına iniyordum ki kendisi beni aradı bana ayaktaş olur musun diye. bir de utangaç bir de masum ki sanırım utanma huyumu kendisinden almışım. kaç yıllık torunuyum hala çekinerek arar beni. biraz destek olmaya ve anlamaya çalıştım konuyu değiştirsem de sürekli hastalığı konuşmak istiyordu. korkunun içinde nasıl bir etki yaptığını öğrenmek istedim. içimden ılık ılık bir şeyler geçiyor, kollarım çıng çıng ediyor. bazen zıngır zıngır titriyor içim dedi. ilacın da etkisiyle ağızları kuruyor sürekli yalanıyordu tontişim. şimdi daha etkili ilaçları almak için almanya'daki doktorundan randevu aldı. ama önümüzdeki bi haftayı nasıl geçirecek, çok üzülüyorum nasıl hafifletebilir ki bu korkuyu. her şeyin bilincinde zamanında da bu hastalıklar başına gelmiş çok kez yaşamış o yüzden bilinçli ama yine de engel olamadığı bir korku bu.allah pskikolojik sorunları olan herkesin gönlünü ferah tutsun inşallah.",google_form,1,norolojik
sertralin,"etkinliğinin az olması gibi, yan etkileri de diğer antidepresanlardan daha azdır. bu yüzden yaşlılar da dahil olmak üzere, hastalara çok yaygın olarak reçete edilir. suisid için uygun değildir. gramlarca alındığı halde, bulantı hissi ve ishal yapar. ama öldürmez. biraz da bu yönüyle yaygın olarak hastalara verilmektedir. yani suisid girişimi bakımından daha güvenlidir. ormanda derler ki: ""ancak ve ancak, kişiye sertralin dolu bir kamyon çarparsa kişi ölür""",google_form,1,sindirim
paxil,"diger anti depresanlar kadar uyku getiriyor vermedigi, daha cok gulucuk verdigi icin bir cok kimsenin tercih sebebi olan ismi gicik ilac.  prozac  tan uc kat daha iyi oldugu soylenir",google_form,1,norolojik
paxil,"tum yan etkilerine (bkz:  bas donmesi,halsizlik,uyku,midemi bulantisi ) ragmen ilk gunden itibaren isini iyi yaptigini gordugum ilac. (bkz:  mutluluktan ucacagim abidin )",google_form,1,sindirim
paxil,"mide bölgemmi mahveden ,sabahtan beri böğürmeme sebebiyet veren antidepresan",google_form,1,sindirim
paxil,"bırakıldığı takdirde ilk birkaç gün sarhoş gibi dolaşmanıza, kış ortasında askılılarla gezmenize sebep olabilir. ellerinizin titremesi ve bunu kontrol altına alamamanız da ayrı bir olaydır. alınmaya başlandığında da mide bölgem bulantısı, baş dönmesi gibi etkileri kendini göstermeye başlar. bunların dışında etrafa gülümseyen bir suratla bakmanızı sağlar.",google_form,1,sindirim
cipram,"etkisini aldıktan 15 gün sonra göstermeye başladığı söylenen, ilk zamanlarda hafif bir baş dönmesi, bulantı yapıyor hissi veren, iyi olsanız bile altı ya da sekiz ay kullanmanız gereken anti depresan.",google_form,1,sindirim
cipram,"pek çok antidepresan gibi ilk başta 2 hafta boyunca yarım olarak alınan ve en az 6 ay kullanılması gereken,ayakta uyutan ve bırakıldığı takdirde ağlama krizlerine sokan ilaç. aniden bırakıldığında  kesilmek bilmeyen baş dönmeleri olmasına sebep veren ve başlarken olduğu gibi kişinin kendini sersem gibi hissetmesine yol açan ilaç.rahatlatır,uyku haliyu düzene sokar,anormal yan etkileri yapmaz,24 saat gülücükler saçtırır...",google_form,1,norolojik
klaritromisin,uyku getiriyorsuzluk ve kişilik değişikliğine neden olan antibiyotiktir..,google_form,1,norolojik
klaritromisin,"kullanımı oldukça zor olan antibiyotik. ağızda bıraktığı metalik tattan dolayı iştah bırakmaz, midem bulantısı yapar, kısmen hayattan soğutur ama ölüyü de diriltiyor hani.",google_form,1,sindirim
nexium,"turkcede midemi yanmasi olarak tabir edilen mide asidinin girtlak borusuna kacmasi ve aci icinde yanmalara sebep olmasini gecici olarak tedavi eden ilactir.  prilosec  isimli ilacin cikisinin ve ustelik recetesiz satisinin ardindan sigorta sirketlerinin odemesinde en cok sorun cikarttigi ilaclarin da basinda gelir, 30 gunluk receteli nexium icin 159 dolar isteyen eczaciya aval aval bakmam sonucu anlattigina gore bu ilaci alabilmek icin receteden ziyade doktordan kesin olarak hastanin bu ilaca ihtiyaci var onayi gerekiyormus sigorta sirketinin odemeyi yapmasi icin..",google_form,1,sindirim
nexium,"prospektüsünde yazan yan etkilerin mutlaka dikkate alınması gereken ilaç. ahan da yazıyorum buraya: kan ve  lenfatik  sistem hastalıkları nadir:  lökopeni ,  trombositopeni çok nadir:  agranülositoz ,  pansitopeni . immün sistem  hastalıkları nadir:  hipersensitivite  reaksiyonları örn. ateş,  anjiyoödem , anafilaktik reaksiyon/şok metabolizma ve beslenme hastalıkları seyrek: periferal ödem nadir: hiponatremi psikiyatrik hastalıklar seyrek: uykusuzluk nadir: ajitasyon ,  konfüzyon , depresyon çok nadir: agresyon,  halüsinasyonlar sinir sistemi hastalıkları sık: başağrısı seyrek: baş dönmesi,  parestezi , uykuya eğilim nadir: tat alma bozukluğu göz hastalıkları nadir: bulanık görme kulak hastalıkları seyrek: vertigo solunum,  toraks  ve  mediasten  hastalıkları nadir: bronkospazm gastrointestinal hastalıklar sık:  abdominal ağrı,  konstipasyon ,  diyare , şişkinlik, kusma/bulantı hissi seyrek: ağız kuruluğu nadir:  stomatit , gastrointestinal  kandidiyazis hepatobiliyer  hastalıklar seyrek: karaciğer enzimlerinde yükselme nadir:  ikter li ya da iktersiz hepatit çok nadir: karaciğer yetmezliği, daha önce karaciğer hastalığı olanlarda ensefalopati deri ve  subkutan  doku hastalıkları seyrek: dermatit,  prurit , döküntü, ürtiker nadir: alopesi, fotosensitivite çok nadir:  eritema multiforme ,  stevens-johnson  sendromu, toksik epidermal  nekroliz  (ten) kas, iskelet sistemi, bağ dokusu ve kemik hastalıkları nadir: artralji ,  miyalji çok nadir: adale güçsüzlüğü böbrek ve üriner sistem hastalıkları çok nadir: interstisyal  nefrit üreme sistemi ve meme hastalıkları çok nadir: jinekomasti nadir: yorgunluk, aşırı terleme",google_form,1,sindirim
omeprazol,"aktif maddesinin bulunduğu ilaçlar demeprazol (deva) , omeprazid (nobel) , omeprol (sandoz) ve prosek (eczacıbaşı) dir. midemide çözünmemesi için enterik kaplanan mikropelletlerin kapsüllenmesi ile ilaç haline gelirler.",google_form,1,sindirim
omeprazol,mideminin paryetal hücrelerindeki proton pompasını (h-k atpaz) inh ederek midenin asit salgısını azaltarak etki gösteren ilaç.,google_form,1,sindirim
omeprazol,"doktorun bana 4 kutu birden verdigi, reflu tedavisinde kullanilan ilac.. tam 112 kapsul.. 4 ay bu ilacla yasayacagim.. midemime aniden kramp seklinde giren agrilari kessin de, gerekirse butun omur de iceriz napalim..",google_form,1,sindirim
omeprazol,"reflu tedavisinde kullanilamayacak olan aptal urunu ilac. mide bölgem asitini zayiflatarak yanmayi anlik olarak gecirir dogru. ancak mide asidi azaldikca reflu sikayetleriniz artacak cunku gastroezofagal kapakcik dusuk asidite oldugu zaman kapanmaz, boylece mide asidi daha fazla kacak yapar.  ayni zamanda ne kadar zayif mide asidi, o kadar dusuk protein yikimi, b12, d vitamini, demir ve magnezyum gibi mikroelementlerin dusuk/kotu sindirimi demektir. bu emikroelementlerin sindirilememesi ise cok ciddi problemler yaratir.",google_form,1,sindirim
omeprazol,"proton pompa inhibitörüdür gastroözefagial reflü hastalarında kullanılır proton pompa inhibitörleri (ppi), mide bölgem parietal hücrelerindeki h?/k? atpaz enzimini inhibe ederek mide asidinin salgılanmasını azaltır. bu sayede mide içeriğinin asiditesi düşer. gastroözefagial reflü hastalığında (gerd), mide asidinin yemek borusuna kaçması sonucu irritasyon ve yanma hissi oluşur. ppi’ler, asit düzeyini azaltarak özofagus mukozasını korur, semptomları hafifletir ve iyileşmeyi destekler. diğer asit baskılayıcılara göre daha güçlü ve uzun süreli etki gösterirler. bu nedenle reflü tedavisinde birinci basamak ilaçlar arasında yer alırlar.",google_form,1,sindirim
ritalin,bir tur uyarici ilac. farmakolojik etkisi amfetaminden cok kokaine benzer. sinir hucreleri arasinda dopamin birikmesi sonucu uyarici etkisini gosterir. dikkat eksikligi hiperaktivite bozuklugu olan cocuklarda ve narkolepsi(anormal anlık uyku hali istegi hastaligi) olanlarda kullaniliyor turkiyede kirmizi receteye tabi. methyphenidate( alfa2 fenil piperidin asetik asit) etken maddesi. konsantrasyonu bir yere toplamak icin kullaniliyor. bagimlilik yapma potansiyeli var. etkisi daha cok merkezi sinir sistemine yonelik.,google_form,1,norolojik
paracetamol,mide bölgemye çalisan bu tür ilaclari aç karna almak sorun olabilir... (bkz:  panaljin ) (bkz:  aljin ),google_form,1,sindirim
